epoch,acc,loss,val_acc,val_loss
0,0.9015625,0.3466799559171001,0.9148333333333334,0.3030537351270517
1,0.9113333333333333,0.3115249124566714,0.9213333333333333,0.2770484738200903
2,0.9197708333333333,0.28078174027552205,0.9303333333333333,0.25009966014822327
3,0.9277916666666667,0.25258898409207664,0.9356666666666666,0.23249535522361597
4,0.935,0.22798580013463896,0.9425,0.20993927493691444
5,0.9419166666666666,0.20623919204001626,0.946,0.19259227859477202
6,0.9474375,0.1874842879685263,0.9484166666666667,0.1798841704428196
